id	filing_type	contract_number	url	committee	agency	callsign	dc_slug	thumbnail_url	gross_amount	market_id	upload_date
22659	Federal	204873	/collect/files/71127/Political File/2012/Federal/President/MITT ROMNEY/ROMNEY FOR PRESIDENT  /ROMNEY FOR PRESIDENT WO 9-12 REV ORDER (13496336976391)_.pdf	ROMNEY FOR PRESIDENT	AMERICAN RAMBLER PRODUCTIONS	WAVY-TV	457688-romney-for-president-wo-9-12-rev-order	https://s3.amazonaws.com/s3.documentcloud.org/documents/457688/pages/romney-for-president-wo-9-12-rev-order-p1-thumbnail.gif	103400	43	2012-10-07 00:00:00 UTC
32219	Non-Candidate Issue Ads		/collect/files/6463/Political File/2012/Non-Candidate Issue Ads/American Crossroads/American Crossroads PB-17 Est 693 (13503983099932)_.pdf			WFXT	470527-american-crossroads-pb-17-est-693-13503983099932	https://s3.amazonaws.com/s3.documentcloud.org/documents/470527/pages/american-crossroads-pb-17-est-693-13503983099932-p1-thumbnail.gif		7	2012-10-16 00:00:00 UTC
31422	Federal		/collect/files/65684/Political File/2012/Federal/US House/MA-04/SEAN BIELAT/Bielat cancel 10-15-12 --1 (13503318077834)_.pdf			WCVB-TV	469216-bielat-cancel-10-15-12-1-13503318077834-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/469216/pages/bielat-cancel-10-15-12-1-13503318077834-_-pdf-p1-thumbnail.gif		7	2012-10-15 00:00:00 UTC
14802	Non-Candidate Issue Ads		/collect/files/28010/Political File/2012/Non-Candidate Issue Ads/AFSCME/K5-AFSCME-FRM-09-07-12 (13480848310930)_.pdf			KSTP-TV	436981-collect-files-28010-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/436981/pages/collect-files-28010-political-file-2012-non-p1-thumbnail.gif		15	2012-09-19 00:00:00 UTC
55229	Federal	342495 / 1	/collect/files/74170/Political File/2012/Federal/US Senate/US Senator - CT/Linda McMahon/342495  10-30 - 11-6/342495-1 (13524183135098)_.pdf	LINDA MCMAHON FOR SENATE 2012	MENTZER MEDIA	WVIT	511287-342495-1-13524183135098-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511287/pages/342495-1-13524183135098-_-pdf-p1-thumbnail.gif	22650	30	2012-11-08 00:00:00 UTC
55238	Non-Candidate Issue Ads	345028	/collect/files/74170/Political File/2012/Non-Candidate Issue Ads/House Majority PAC/345028  11-1 - 11-4/345028-0 (13524180963339)_.pdf	HOUSE MAJORITY PAC	WATERFRONT STRATEGIES	WVIT	511296-345028-0-13524180963339-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511296/pages/345028-0-13524180963339-_-pdf-p1-thumbnail.gif	10000	30	2012-11-08 00:00:00 UTC
12772	Non-Candidate Issue Ads		/collect/files/68883/Political File/2012/Non-Candidate Issue Ads/AM ACTION-NETWORK/American Action Network-Inquiry form (13475547069608)_.pdf			KMSP-TV	432966-collect-files-68883-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/432966/pages/collect-files-68883-political-file-2012-non-p1-thumbnail.gif		15	2012-09-13 00:00:00 UTC
39315	Federal	67579	/collect/files/72313/Political File/2012/Federal/US Senate/BOB CASEY/67579/67579-1 (13509285046144)_.pdf	CASEY/D/SENATE	SHORR JOHNSON MAGNUS	WHP-TV	480018-67579-1-13509285046144-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/480018/pages/67579-1-13509285046144-_-pdf-p1-thumbnail.gif	28095	41	2012-10-22 00:00:00 UTC
55241	Non-Candidate Issue Ads	344730	/collect/files/74170/Political File/2012/Non-Candidate Issue Ads/Independence PAC USA/344730  10-31 - 11-6/344730-1 (13524181150356)_.pdf	INDEPENDENCE USA PAC	MENTZER MEDIA	WVIT	511299-344730-1-13524181150356-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511299/pages/344730-1-13524181150356-_-pdf-p1-thumbnail.gif	143875	30	2012-11-08 00:00:00 UTC
12773	Non-Candidate Issue Ads		/collect/files/68883/Political File/2012/Non-Candidate Issue Ads/AM ACTION-NETWORK/American Action Network-NAB Form (13475547080267)_.pdf			KMSP-TV	432967-collect-files-68883-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/432967/pages/collect-files-68883-political-file-2012-non-p1-thumbnail.gif		15	2012-09-13 00:00:00 UTC
55239	Non-Candidate Issue Ads	345394	/collect/files/74170/Political File/2012/Non-Candidate Issue Ads/House Majority PAC/345394  11-3 - 11-6/345394-0 (13524180941700)_.pdf	HOUSE MAJORITY PAC	WATERFRONT STRATEGIES	WVIT	511297-345394-0-13524180941700-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511297/pages/345394-0-13524180941700-_-pdf-p1-thumbnail.gif	20000	30	2012-11-08 00:00:00 UTC
2941	Non-Candidate Issue Ads	355	/collect/files/65593/Political File/2012/Non-Candidate Issue Ads/RESTORE OUR FUTURE/Restore Our Future est 355/ROF_est 355_insertion order (13452422705534)_.pdf	RESTORE OUR FUTURE	MENTZER MEDIA	WUSA	417111-collect-files-65593-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/417111/pages/collect-files-65593-political-file-2012-non-p1-thumbnail.gif	0	8	
32763	Federal	1366187	/collect/files/74137/Political File/2012/Federal/President/AMERICANS FOR PROSPERITY/Americans for Prosperity 1366187 (13468746093990)_.pdf	AMERICANS FOR PROSPERITY	MENTZER MEDIA SERVICES	WTTE	473182-americans-for-prosperity-1366187-13468746093990	https://s3.amazonaws.com/s3.documentcloud.org/documents/473182/pages/americans-for-prosperity-1366187-13468746093990-p1-thumbnail.gif	7600	32	2012-09-05 00:00:00 UTC
32760	Federal	1366187	/collect/files/74137/Political File/2012/Federal/President/AMERICANS FOR PROSPERITY/Americans for Propsperity 1366187 (13468668033512)_.pdf	AMERICANS FOR PROSPERITY	MENTZER MEDIA SERVICES	WTTE	473179-americans-for-propsperity-1366187-13468668033512	https://s3.amazonaws.com/s3.documentcloud.org/documents/473179/pages/americans-for-propsperity-1366187-13468668033512-p1-thumbnail.gif	7600	32	2012-09-05 00:00:00 UTC
55237	Non-Candidate Issue Ads	344107 / 1	/collect/files/74170/Political File/2012/Non-Candidate Issue Ads/House Majority PAC/344107  10-31 - 11-4/344107-1 (13524180973818)_.pdf	HOUSE MAJORITY PAC	WATERFRONT STRATEGIES	WVIT	511295-344107-1-13524180973818-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511295/pages/344107-1-13524180973818-_-pdf-p1-thumbnail.gif	22000	30	2012-11-08 00:00:00 UTC
55240	Non-Candidate Issue Ads	343408	/collect/files/74170/Political File/2012/Non-Candidate Issue Ads/IAFF International Association of Firefighters/343408  10-30 - 11-6/343408-0 (13524180931287)_.pdf	INTERNATIONAL ASSOCIATION OF FIREFIGHTERS INTERESTED IN REGISTRATION AND EDUCATION PAC	WATERFRONT STRATEGIES	WVIT	511298-343408-0-13524180931287-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511298/pages/343408-0-13524180931287-_-pdf-p1-thumbnail.gif	3900	30	2012-11-08 00:00:00 UTC
32755	Federal		/collect/files/74137/Political File/2012/Federal/President/AMERICAN CROSSROADS/American Crossroads 1392404 (13503345065086)_.pdf			WTTE	473174-american-crossroads-1392404-13503345065086-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/473174/pages/american-crossroads-1392404-13503345065086-_-pdf-p1-thumbnail.gif		32	2012-10-15 00:00:00 UTC
32758	Federal	1349239	/collect/files/74137/Political File/2012/Federal/President/AMERICANS FOR PROSPERITY/Amerians for Prosperity 1349239 (13445390080073)_.pdf	AMERICANS FOR PROSPERITY	MENTZER MEDIA SERVICES	WTTE	473177-amerians-for-prosperity-1349239-13445390080073-_	https://s3.amazonaws.com/s3.documentcloud.org/documents/473177/pages/amerians-for-prosperity-1349239-13445390080073-_-p1-thumbnail.gif	14000	32	2012-08-09 00:00:00 UTC
55235	Non-Candidate Issue Ads	341356	/collect/files/74170/Political File/2012/Non-Candidate Issue Ads/GOVERNMENT INTEGRITY FUND/341356  10-29 - 11-6/341356-4 (13524181194607)_.pdf	GOVERNMENT INTEGRITY FUND	AMERICAN MEDIA & ADVOCACY GROUP	WVIT	511293-341356-4-13524181194607-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511293/pages/341356-4-13524181194607-_-pdf-p1-thumbnail.gif	94525	30	2012-11-08 00:00:00 UTC
9259	State		/collect/files/72064/Political File/2012/State/North Carolina/Commissioner of Labor/NAB Cherie Berry (13473696073833)_.pdf			WFMY-TV	428427-collect-files-72064-political-file-2012-state	https://s3.amazonaws.com/s3.documentcloud.org/documents/428427/pages/collect-files-72064-political-file-2012-state-p1-thumbnail.gif		46	2012-09-11 00:00:00 UTC
25345	Federal	58654	/collect/files/25456/Political File/2012/Federal/US House/MA-06/RICHARD R. TISEI/WBZ NRCC-RICHARD TISEI HOUSEMACD6 ORD58654 FED ORDER (13498773651460)_.pdf	RICHARD R. TISEI	MENTZER MEDIA SERVICES	WBZ-TV	462500-wbz-nrcc-richard-tisei-housemacd6-ord58654-fed	https://s3.amazonaws.com/s3.documentcloud.org/documents/462500/pages/wbz-nrcc-richard-tisei-housemacd6-ord58654-fed-p1-thumbnail.gif	20970	7	2012-10-10 00:00:00 UTC
32767	Federal		/collect/files/74137/Political File/2012/Federal/President/AMERICANS FOR PROSPERITY/Americans for Prosperity NAB2 (13478962563121)_.pdf			WTTE	473186-americans-for-prosperity-nab2-13478962563121-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/473186/pages/americans-for-prosperity-nab2-13478962563121-_-pdf-p1-thumbnail.gif		32	2012-09-17 00:00:00 UTC
30836	State		/collect/files/72064/Political File/2012/State/North Carolina/Commissioner of Agriculture/NAB Troxler (13500762221045)_.pdf			WFMY-TV	468319-nab-troxler-13500762221045-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/468319/pages/nab-troxler-13500762221045-_-pdf-p1-thumbnail.gif		46	2012-10-12 00:00:00 UTC
32179	Federal	304402	/collect/files/59440/Political File/2012/Federal/US House/AZ-01/ANN KIRKPATRICK/Kirkpatrick_1009-1015REV6 (13503492049654)_.pdf	ANN KIRKPATRICK	MEDIA STRATEGIES AND RESEARCH	KNXV-TV	470486-kirkpatrick_1009-1015rev6-13503492049654-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/470486/pages/kirkpatrick_1009-1015rev6-13503492049654-_-pdf-p1-thumbnail.gif	20030	13	2012-10-15 00:00:00 UTC
30404	State		/collect/files/72106/Political File/2012/State/North Carolina/Dalton D-Gov/Cont 569548 (13500765686091)_.pdf			WGHP	467887-cont-569548-13500765686091-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/467887/pages/cont-569548-13500765686091-_-pdf-p1-thumbnail.gif		46	2012-10-12 00:00:00 UTC
32185	Non-Candidate Issue Ads	314785	/collect/files/59440/Political File/2012/Non-Candidate Issue Ads/NRCC IE National Republican Congressional Committee/NRCC IE_1019-1025 Est 3390 (13503489061150)_.pdf	NRCC IE	NATIONAL MEDIA INC.	KNXV-TV	470493-nrcc-ie_1019-1025-est-3390-13503489061150-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/470493/pages/nrcc-ie_1019-1025-est-3390-13503489061150-_-pdf-p1-thumbnail.gif	15750	13	2012-10-15 00:00:00 UTC
67292	State		/collect/files/54452/Political File/2012/State/2012 (13593990001290).pdf			WLXI	721749-2012-13593990001290-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/721749/pages/2012-13593990001290-pdf-p1-thumbnail.gif		46	2013-01-28 00:00:00 UTC
32769	Federal		/collect/files/74137/Political File/2012/Federal/President/AMERICANS FOR PROSPERITY/Americans for Prosperity NAB4 (13478964163407)_.pdf			WTTE	473188-americans-for-prosperity-nab4-13478964163407-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/473188/pages/americans-for-prosperity-nab4-13478964163407-_-pdf-p1-thumbnail.gif		32	2012-09-17 00:00:00 UTC
13167	Non-Candidate Issue Ads	4072291	/collect/files/68883/Political File/2012/Non-Candidate Issue Ads/DCCC/4072291-0 (13478880125484)_.pdf	DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE	GREAT AMERICAN MEDIA	KMSP-TV	433983-collect-files-68883-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/433983/pages/collect-files-68883-political-file-2012-non-p1-thumbnail.gif	63375	15	
52349	Federal		/collect/files/25452/Political File/2012/Federal/US Senate/DIANNE FEINSTEIN/KPIX DIANNE FEINSTEIN D SENATECA ORD56506 FED INVOICE (13522305161070)_.pdf			KPIX-TV	507041-kpix-dianne-feinstein-d-senateca-ord56506-fed	https://s3.amazonaws.com/s3.documentcloud.org/documents/507041/pages/kpix-dianne-feinstein-d-senateca-ord56506-fed-p1-thumbnail.gif		6	2012-11-06 00:00:00 UTC
32770	Federal		/collect/files/74137/Political File/2012/Federal/President/BARACK OBAMA/Obama for America 1350025 (13445424046642)_.pdf			WTTE	473189-obama-for-america-1350025-13445424046642-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/473189/pages/obama-for-america-1350025-13445424046642-_-pdf-p1-thumbnail.gif		32	2012-08-09 00:00:00 UTC
55244	Non-Candidate Issue Ads	343141 / 3	/collect/files/74170/Political File/2012/Non-Candidate Issue Ads/US Chamber of Commerce/343141  10-20 - 10-29/343141-3 (13524181050948)_.pdf	US CHAMBER OF COMMERCE	REDSHIFT MEDIA	WVIT	511302-343141-3-13524181050948-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511302/pages/343141-3-13524181050948-_-pdf-p1-thumbnail.gif	113600	30	2012-11-08 00:00:00 UTC
54848	Non-Candidate Issue Ads	343280 / 1	/collect/files/74170/Political File/2012/Non-Candidate Issue Ads/MAJORITY PAC/343280  10-30 - 11-6/343280-1 (13524180884487)_.pdf	MAJORITY PAC	WATERFRONT STRATEGIES	WVIT	510798-343280-1-13524180884487-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/510798/pages/343280-1-13524180884487-_-pdf-p1-thumbnail.gif	56575	30	2012-11-08 00:00:00 UTC
13008	Non-Candidate Issue Ads	713771	/collect/files/23079/Political File/2012/Non-Candidate Issue Ads/Democratic Congressional Campaign/DCCC713771 (13476543060421)_.pdf	DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE	GREAT AMERICAN MEDIA/POL	KARE	433812-collect-files-23079-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/433812/pages/collect-files-23079-political-file-2012-non-p1-thumbnail.gif	40150	15	2012-09-14 00:00:00 UTC
55243	Non-Candidate Issue Ads	344550	/collect/files/74170/Political File/2012/Non-Candidate Issue Ads/PATRIOT MAJORITY/344550  11-1 - 11-6/344550-0 (13524180873822)_.pdf	PATRIOT MAJORITY	WATERFRONT STRATEGIES	WVIT	511301-344550-0-13524180873822-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511301/pages/344550-0-13524180873822-_-pdf-p1-thumbnail.gif	18350	30	2012-11-08 00:00:00 UTC
32768	Federal		/collect/files/74137/Political File/2012/Federal/President/AMERICANS FOR PROSPERITY/Americans for Prosperity NAB3 (13478962563509)_.pdf			WTTE	473187-americans-for-prosperity-nab3-13478962563509-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/473187/pages/americans-for-prosperity-nab3-13478962563509-_-pdf-p1-thumbnail.gif		32	2012-09-17 00:00:00 UTC
13007	Non-Candidate Issue Ads	713711	/collect/files/23079/Political File/2012/Non-Candidate Issue Ads/Minnesota United for all Families/MN UNITED FAMILIES713711 (13476543102069)_.pdf	MINNESOTA UNITED FOR ALL FAMILIES	MEDIA STRATEGIES & RESEARCH/ POL	KARE	433811-collect-files-23079-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/433811/pages/collect-files-23079-political-file-2012-non-p1-thumbnail.gif	32325	15	2012-09-14 00:00:00 UTC
12372	Federal	703571	/collect/files/65046/Political File/2012/Federal/President/MITT ROMNEY/Romney N RNC 703571 (13442850138255)_.pdf	ROMNEY FOR PRESIDENT	AMERICAN RAMBLER PRODUCTIONS/ POL	WTLV	432333-collect-files-65046-political-file-2012-federal	https://s3.amazonaws.com/s3.documentcloud.org/documents/432333/pages/collect-files-65046-political-file-2012-federal-p1-thumbnail.gif	155150	50	2012-08-06 00:00:00 UTC
8171	Federal	54455	/collect/files/11909/Political File/2012/Federal/President/MITT ROMNEY/WAWS ROMNEY 9_07_12C54455 (13469673131284)_.pdf	ROMNEY FOR PRESIDENT	AMERICAN RAMBLER PRO	WAWS	424869-collect-files-11909-political-file-2012-federal	https://s3.amazonaws.com/s3.documentcloud.org/documents/424869/pages/collect-files-11909-political-file-2012-federal-p1-thumbnail.gif	2970	50	2012-09-06 00:00:00 UTC
22332	Federal	212955	/collect/files/71127/Political File/2012/Federal/President/MITT ROMNEY/ROMNEY FOR PRESIDENT  /ROMNEY FOR PRESIDENT WO 10-6 REV ORDER (13494768113409)_.pdf	ROMNEY FOR PRESIDENT	AMERICAN RAMBLER PRODUCTIONS	WAVY-TV	457316-romney-for-president-wo-10-6-rev-order	https://s3.amazonaws.com/s3.documentcloud.org/documents/457316/pages/romney-for-president-wo-10-6-rev-order-p1-thumbnail.gif	30500	43	2012-10-05 00:00:00 UTC
11791	Federal	55520	/collect/files/11909/Political File/2012/Federal/President/MITT ROMNEY/WAWS ROMNEY 9_12_12C55520 (13474020041807)_.pdf	ROMNEY FOR PRESIDENT	AMERICAN RAMBLER PRO	WAWS	431736-collect-files-11909-political-file-2012-federal	https://s3.amazonaws.com/s3.documentcloud.org/documents/431736/pages/collect-files-11909-political-file-2012-federal-p1-thumbnail.gif	8325	50	2012-09-11 00:00:00 UTC
31786	Non-Candidate Issue Ads	498257	/collect/files/41223/Political File/2012/Non-Candidate Issue Ads/NO ON PROP 204/NO ON PROP 204 10-15-12 (13503207239053)_.pdf	NO ON PROP 204	MENTZER MEDIA SERVICES INC	KPHO-TV	469599-no-on-prop-204-10-15-12-13503207239053-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/469599/pages/no-on-prop-204-10-15-12-13503207239053-_-pdf-p1-thumbnail.gif	104050	13	2012-10-15 00:00:00 UTC
32116	Federal	6863484	/collect/files/36838/Political File/2012/Federal/US House/MI-06/MICHAEL DENNIS OBRIEN/OBRIEN OCT 15 - 17 BUY (13503963034902)_.pdf	MIKE O'BRIEN FOR CONGRESS	ABAR HUTTON MEDIA	WOOD-TV	470423-obrien-oct-15-17-buy-13503963034902-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/470423/pages/obrien-oct-15-17-buy-13503963034902-_-pdf-p1-thumbnail.gif	1275	42	2012-10-16 00:00:00 UTC
32323	Federal		/collect/files/25456/Political File/2012/Federal/US House/MA-06/JOHN F TIERNEY/WBZ JOHN TIERNEY D HOUSEMACD6 ORD58629 FED INVOICE (13504071102227)_.pdf			WBZ-TV	470633-wbz-john-tierney-d-housemacd6-ord58629-fed	https://s3.amazonaws.com/s3.documentcloud.org/documents/470633/pages/wbz-john-tierney-d-housemacd6-ord58629-fed-p1-thumbnail.gif		7	2012-10-16 00:00:00 UTC
38007	Non-Candidate Issue Ads	4076391	/collect/files/35587/Political File/2012/Non-Candidate Issue Ads/DCCC/DCCC 4076391 10-16-12 (13506045078632)_.pdf	DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE	GREAT AMERICAN MEDIA	KSAZ-TV	478430-dccc-4076391-10-16-12-13506045078632-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/478430/pages/dccc-4076391-10-16-12-13506045078632-_-pdf-p1-thumbnail.gif	8725	13	2012-10-18 00:00:00 UTC
32130	Non-Candidate Issue Ads		/collect/files/36838/Political File/2012/Non-Candidate Issue Ads/STAND UP FOR DEMOCRACY/SUFD OCT 15 - 21 NAB (13503984242736)_.pdf			WOOD-TV	470437-sufd-oct-15-21-nab-13503984242736-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/470437/pages/sufd-oct-15-21-nab-13503984242736-_-pdf-p1-thumbnail.gif		42	2012-10-16 00:00:00 UTC
8060	Federal	54451	/collect/files/35576/Political File/2012/Federal/President/MITT ROMNEY/WTEV ROMNEY 9_7_12C54451 (13469670127146)_.pdf	ROMNEY FOR PRESIDENT	AMERICAN RAMBLER PRO	WTEV-TV	424758-collect-files-35576-political-file-2012-federal	https://s3.amazonaws.com/s3.documentcloud.org/documents/424758/pages/collect-files-35576-political-file-2012-federal-p1-thumbnail.gif	25680	50	2012-09-06 00:00:00 UTC
32772	Federal	1352215	/collect/files/74137/Political File/2012/Federal/President/BARACK OBAMA/Obama for America 1352215 (13445463091545)_.pdf	OBAMA FOR AMERICA	GREER MARGOLIS MITCHELL BURNS	WTTE	473191-obama-for-america-1352215-13445463091545-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/473191/pages/obama-for-america-1352215-13445463091545-_-pdf-p1-thumbnail.gif	38265	32	2012-08-09 00:00:00 UTC
22331	Federal	212955	/collect/files/71127/Political File/2012/Federal/President/MITT ROMNEY/ROMNEY FOR PRESIDENT  /ROMNEY FOR PRESIDENT WO 10-6 ORDER (13494768123744)_.pdf	ROMNEY FOR PRESIDENT	AMERICAN RAMBLER PRODUCTIONS	WAVY-TV	457315-romney-for-president-wo-10-6-order	https://s3.amazonaws.com/s3.documentcloud.org/documents/457315/pages/romney-for-president-wo-10-6-order-p1-thumbnail.gif	30500	43	2012-10-05 00:00:00 UTC
