id	filing_type	contract_number	url	committee	agency	callsign	dc_slug	thumbnail_url	gross_amount	market_id	upload_date
39305	Local		/collect/files/28476/Political File/2012/Local/Kentucky/Irv Maze/Maze NAB 10-22 (13509279137784)_.pdf			WDRB	480008-maze-nab-10-22-13509279137784-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/480008/pages/maze-nab-10-22-13509279137784-_-pdf-p1-thumbnail.gif		48	2012-10-22 00:00:00 UTC
55264	Federal	342216	/collect/files/47904/Political File/2012/Federal/President/MITT ROMNEY/Romney 505 Final_342216--1 (13524181139554)_.pdf	ROMNEY FOR PRESIDENT	AMERICAN RAMBLER PRODUCTIONS	WRC-TV	511322-romney-505-final_342216-1-13524181139554-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511322/pages/romney-505-final_342216-1-13524181139554-_-pdf-p1-thumbnail.gif	235610	8	2012-11-08 00:00:00 UTC
55261	Federal	339838	/collect/files/47904/Political File/2012/Federal/President/MITT ROMNEY/RNC-ROMNEY/RNCRomney 483 Final_339838--1 (13524180984389)_.pdf	ROMNEY FOR PRESIDENT	AMERICAN RAMBLER PRODUCTIONS	WRC-TV	511319-rncromney-483-final_339838-1-13524180984389-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511319/pages/rncromney-483-final_339838-1-13524180984389-_-pdf-p1-thumbnail.gif	226220	8	2012-11-08 00:00:00 UTC
13170	Non-Candidate Issue Ads	4070413	/collect/files/68883/Political File/2012/Non-Candidate Issue Ads/ALLIANCE 4 BETTER MN/4070413-4 (13478994065663)_.pdf	ALLIANCE 4 BETTER MN	THE NEW MEDIA FIRM	KMSP-TV	433986-collect-files-68883-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/433986/pages/collect-files-68883-political-file-2012-non-p1-thumbnail.gif	18000	15	2012-09-17 00:00:00 UTC
55262	Federal	337905	/collect/files/47904/Political File/2012/Federal/President/MITT ROMNEY/Romney 387 Final_337905--1 (13524181105942)_.pdf	ROMNEY FOR PRESIDENT	AMERICAN RAMBLER PRODUCTIONS	WRC-TV	511320-romney-387-final_337905-1-13524181105942-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511320/pages/romney-387-final_337905-1-13524181105942-_-pdf-p1-thumbnail.gif	212600	8	2012-11-08 00:00:00 UTC
26940	State		/collect/files/21656/Political File/2012/State/Washington/GOVENOR/INSLEE/INSLEE199750 (13499151122141)_.pdf			KOMO-TV	464271-inslee199750-13499151122141-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/464271/pages/inslee199750-13499151122141-_-pdf-p1-thumbnail.gif		12	2012-10-10 00:00:00 UTC
39309	Federal	583557	/collect/files/73150/Political File/2012/Federal/President/MITT ROMNEY/Romney for Pres 583557 (13509213302456)_.pdf	ROMNEY FOR PRESIDENT	AMERICAN RAMBLER PRODUCTION	WJW	480012-romney-for-pres-583557-13509213302456-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/480012/pages/romney-for-pres-583557-13509213302456-_-pdf-p1-thumbnail.gif	260500	18	2012-10-22 00:00:00 UTC
55265	Federal	340427	/collect/files/47904/Political File/2012/Federal/President/MITT ROMNEY/Romney Final_340427--1 (13524181116876)_.pdf	ROMNEY FOR PRESIDENT	AMERICAN RAMBLER PRODUCTIONS	WRC-TV	511323-romney-final_340427-1-13524181116876-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511323/pages/romney-final_340427-1-13524181116876-_-pdf-p1-thumbnail.gif	140540	8	2012-11-08 00:00:00 UTC
55263	Federal	340991	/collect/files/47904/Political File/2012/Federal/President/MITT ROMNEY/Romney 498 Final_340991--1 (13524181095405)_.pdf	ROMNEY FOR PRESIDENT	AMERICAN RAMBLER PRODUCTIONS	WRC-TV	511321-romney-498-final_340991-1-13524181095405-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511321/pages/romney-498-final_340991-1-13524181095405-_-pdf-p1-thumbnail.gif	249650	8	2012-11-08 00:00:00 UTC
24386	Federal	401019	/collect/files/8616/Political File/2012/Federal/US Senate/PA/TOM SMITH/SMITH 10.2-8 Rev 3 (13498800242806)_.pdf	TOM SMITH FOR SENATE	SRCP MEDIA	WPVI-TV	461537-smith-10-2-8-rev-3-13498800242806-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/461537/pages/smith-10-2-8-rev-3-13498800242806-_-pdf-p1-thumbnail.gif	204550	4	2012-10-10 00:00:00 UTC
39317	Federal	67120	/collect/files/72313/Political File/2012/Federal/US Senate/TOM SMITH/67120/67120-2 (13509173328168)_.pdf	SMITH/R/SENATE	SRCP MEDIA	WHP-TV	480020-67120-2-13509173328168-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/480020/pages/67120-2-13509173328168-_-pdf-p1-thumbnail.gif	34750	41	2012-10-22 00:00:00 UTC
13987	Non-Candidate Issue Ads	714708	/collect/files/23079/Political File/2012/Non-Candidate Issue Ads/Minnesotans First Political Action Committee/MN FIRST POL714708 (13480057788657)_.pdf	MINNESOTANS FIRST POLITICAL ACTION CO	OAK HILL PRODUCTIONS	KARE	435452-collect-files-23079-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/435452/pages/collect-files-23079-political-file-2012-non-p1-thumbnail.gif	30000	15	
13589	Non-Candidate Issue Ads		/collect/files/28010/Political File/2012/Non-Candidate Issue Ads/House Majority Pac/K5-HOUSE MAJORITY PAC-FRM-09-11-12 (13479048099100)_.pdf			KSTP-TV	434405-collect-files-28010-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/434405/pages/collect-files-28010-political-file-2012-non-p1-thumbnail.gif		15	
55266	Federal	341981	/collect/files/47904/Political File/2012/Federal/US Senate/BONGINO FOR US SENATE/Bongino 503 Final_341981--1 (13524180905355)_.pdf	BONGINO FOR SENATE	MEDIA AD-VENTURES	WRC-TV	511324-bongino-503-final_341981-1-13524180905355-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511324/pages/bongino-503-final_341981-1-13524180905355-_-pdf-p1-thumbnail.gif	23490	8	2012-11-08 00:00:00 UTC
13986	Non-Candidate Issue Ads	714522	/collect/files/23079/Political File/2012/Non-Candidate Issue Ads/Minnesota United for all Families/MN UNITED FOR ALL714522 (13479918030785)_.pdf	MINNESOTA UNITED FOR ALL FAMILIES	MEDIA STRATEGIES & RESEARCH/ POL	KARE	435451-collect-files-23079-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/435451/pages/collect-files-23079-political-file-2012-non-p1-thumbnail.gif	63850	15	
14414	Non-Candidate Issue Ads	683980	/collect/files/23079/Political File/2012/Non-Candidate Issue Ads/Democratic Congressional Campaign/DCCC683980 (13480863090515)_.pdf	DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE	GREAT AMERICAN MEDIA/POL	KARE	436582-collect-files-23079-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/436582/pages/collect-files-23079-political-file-2012-non-p1-thumbnail.gif	193200	15	
14536	Federal		/collect/files/68883/Political File/2012/Federal/US House/MN-06/MICHELE BACHMANN/4073309--1 (13480809044484)_.pdf			KMSP-TV	436704-collect-files-68883-political-file-2012-federal	https://s3.amazonaws.com/s3.documentcloud.org/documents/436704/pages/collect-files-68883-political-file-2012-federal-p1-thumbnail.gif		15	2012-09-19 00:00:00 UTC
14539	Non-Candidate Issue Ads	4068069	/collect/files/68883/Political File/2012/Non-Candidate Issue Ads/AM ACTION-NETWORK/4068069-0 (13481469034071)_.pdf	AMERICAN ACTION NETWORK	AMERICAN MEDIA & ADVOCACY GROUP	KMSP-TV	436708-collect-files-68883-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/436708/pages/collect-files-68883-political-file-2012-non-p1-thumbnail.gif	17750	15	2012-09-20 00:00:00 UTC
14741	Federal		/collect/files/9629/Political File/2012/Federal/US House/MN-06/JAMES JOSEPH GRAVES/WCCO JIM GRAVES DFL HOUSEMNCD6 BASEFILE FED PIQ (13480707098320)_.pdf			WCCO-TV	436919-collect-files-9629-political-file-2012-federal	https://s3.amazonaws.com/s3.documentcloud.org/documents/436919/pages/collect-files-9629-political-file-2012-federal-p1-thumbnail.gif		15	2012-09-19 00:00:00 UTC
14742	Federal	1141-53610-1	/collect/files/9629/Political File/2012/Federal/US House/MN-06/JAMES JOSEPH GRAVES/WCCO JIM GRAVES DFL HOUSEMNCD6 ORD53610 FED CONTRACT (13480707087539)_.pdf	GRAVES FOR CONGRESS	MEDIA STRATEGIES & RESEARCH	WCCO-TV	436920-collect-files-9629-political-file-2012-federal	https://s3.amazonaws.com/s3.documentcloud.org/documents/436920/pages/collect-files-9629-political-file-2012-federal-p1-thumbnail.gif	24875	15	2012-09-19 00:00:00 UTC
14745	Non-Candidate Issue Ads		/collect/files/9629/Political File/2012/Non-Candidate Issue Ads/AMERICANS FOR PROSPERITY/WCCO AMERICANS FOR PROSPERITY TP ISSUE ORD53456 FEDNATL INVOICE (13480833115493)_.pdf			WCCO-TV	436923-collect-files-9629-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/436923/pages/collect-files-9629-political-file-2012-non-p1-thumbnail.gif		15	2012-09-19 00:00:00 UTC
14801	Non-Candidate Issue Ads		/collect/files/28010/Political File/2012/Non-Candidate Issue Ads/NRCC/K5-NRCC-FRM-08-30-12 (13480884166005)_.pdf			KSTP-TV	436980-collect-files-28010-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/436980/pages/collect-files-28010-political-file-2012-non-p1-thumbnail.gif		15	2012-09-19 00:00:00 UTC
39319	State	67469	/collect/files/72313/Political File/2012/State/Pennsylvania/STATE SENATE/Teplitz-D/67469/67469-1 (13509189034926)_.pdf	TEPLITZ/D/SENATE PA	BUYING TIME MEDIA	WHP-TV	480022-67469-1-13509189034926-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/480022/pages/67469-1-13509189034926-_-pdf-p1-thumbnail.gif	11680	41	2012-10-22 00:00:00 UTC
39320	State	67469	/collect/files/72313/Political File/2012/State/Pennsylvania/STATE SENATE/Teplitz-D/67469/67469-2 (13509282072244)_.pdf	TEPLITZ/D/SENATE PA	BUYING TIME MEDIA	WHP-TV	480023-67469-2-13509282072244-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/480023/pages/67469-2-13509282072244-_-pdf-p1-thumbnail.gif	11680	41	2012-10-22 00:00:00 UTC
39318	State	67688	/collect/files/72313/Political File/2012/State/Pennsylvania/STATE SENATE/McNally-R/67688/67688-1 (13509366420764)_.pdf	MCNALLY/R/PA SENATE	RED MAVERICK MEDIA	WHP-TV	480021-67688-1-13509366420764-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/480021/pages/67688-1-13509366420764-_-pdf-p1-thumbnail.gif	9470	41	2012-10-22 00:00:00 UTC
22654	Federal	203264	/collect/files/71127/Political File/2012/Federal/President/BARACK OBAMA/OBAMA FOR AMERICA/OBAMA WO 9-5 REV ORDER-1536 (13496224056416)_.pdf	OBAMA FOR AMERICA	GREER MARGOLIS & MITCHELL	WAVY-TV	457683-obama-wo-9-5-rev-order-1536-13496224056416-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/457683/pages/obama-wo-9-5-rev-order-1536-13496224056416-_-pdf-p1-thumbnail.gif	59605	43	2012-10-07 00:00:00 UTC
26049	Federal	1392246	/collect/files/56549/Political File/2012/Federal/US Senate/JOSH MANDEL OH US SENATE-R/Josh Mandel 1392246 (13500507052834)_.pdf	JOSH MANDEL OH US SENATE-R	STRATEGIC MEDIA PLACEMENT	WSYX	463271-josh-mandel-1392246-13500507052834-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/463271/pages/josh-mandel-1392246-13500507052834-_-pdf-p1-thumbnail.gif	26125	32	2012-10-12 00:00:00 UTC
23109	Non-Candidate Issue Ads	1389887	/collect/files/56549/Political File/2012/Non-Candidate Issue Ads/National Rifle Assn/NRA National Rifle Assn 1389887 (13497225069467)_.pdf	NATIONAL RIFLE ASSOCIATION	AMERICAN MEDIA & ADVOCACY GROUP	WSYX	458561-nra-national-rifle-assn-1389887-13497225069467-_	https://s3.amazonaws.com/s3.documentcloud.org/documents/458561/pages/nra-national-rifle-assn-1389887-13497225069467-_-p1-thumbnail.gif	11900	32	
11436	Federal	4054644	/collect/files/35587/Political File/2012/Federal/US Senate/Senator/Jeff Flake/Flake 8-6 to 8-12 Rev 2 (13445535051214)_.pdf	JEFF FLAKE FOR SENATE	SMART MEDIA GROUP LLC	KSAZ-TV	431377-collect-files-35587-political-file-2012-federal	https://s3.amazonaws.com/s3.documentcloud.org/documents/431377/pages/collect-files-35587-political-file-2012-federal-p1-thumbnail.gif	46340	13	2012-08-09 00:00:00 UTC
30901	Federal		/collect/files/59440/Political File/2012/Federal/US House/AZ-09/KYRSTEN SINEMA/Sinema NAB 082012 (13500855736924)_.pdf			KNXV-TV	468473-sinema-nab-082012-13500855736924-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/468473/pages/sinema-nab-082012-13500855736924-_-pdf-p1-thumbnail.gif		13	2012-10-12 00:00:00 UTC
12288	Non-Candidate Issue Ads	703388	/collect/files/35486/Political File/2012/Non-Candidate Issue Ads/HOUSE MAJORITY PAC 09-25-12 - 10-01-12 (13444713447623)_.pdf	HOUSE MAJORITY PAC	WATERFRONT STRATEGIES/ POL	KPNX	432249-collect-files-35486-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/432249/pages/collect-files-35486-political-file-2012-non-p1-thumbnail.gif	39065	13	2012-08-08 00:00:00 UTC
31854	Federal	1392336	/collect/files/56549/Political File/2012/Federal/President/NRA Political Victory Fund/NRA Political Victory Fund 1392336 (13503315370750)_.pdf	NRA POLITICAL VICTORY FUND	AMERICAN MEDIA & ADVOCACY GROUP	WSYX	469667-nra-political-victory-fund-1392336	https://s3.amazonaws.com/s3.documentcloud.org/documents/469667/pages/nra-political-victory-fund-1392336-p1-thumbnail.gif	20900	32	2012-10-15 00:00:00 UTC
31856	Federal		/collect/files/56549/Political File/2012/Federal/President/SECURE AMERICA NOW/Secure America Now NAB (13503312060041)_.pdf			WSYX	469669-secure-america-now-nab-13503312060041-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/469669/pages/secure-america-now-nab-13503312060041-_-pdf-p1-thumbnail.gif		32	2012-10-15 00:00:00 UTC
31866	State	1392161	/collect/files/56549/Political File/2012/State/Ohio/RAND PAC/Rand PAC 1392161 (13503309126280)_.pdf	RAND PAC	STRATEGIC MEDIA PLACEMENT	WSYX	469679-rand-pac-1392161-13503309126280-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/469679/pages/rand-pac-1392161-13503309126280-_-pdf-p1-thumbnail.gif	1000	32	2012-10-15 00:00:00 UTC
31862	State	1376701	/collect/files/56549/Political File/2012/State/Ohio/Protect Your Vote Ohio - Issue 2/Protect Your Vote Ohio 1376701 (13503309105174)_.pdf	PROTECT YOUR VOTE OHIO	STRATEGIC MEDIA PLACEMENT	WSYX	469675-protect-your-vote-ohio-1376701-13503309105174-_	https://s3.amazonaws.com/s3.documentcloud.org/documents/469675/pages/protect-your-vote-ohio-1376701-13503309105174-_-p1-thumbnail.gif	57450	32	2012-10-15 00:00:00 UTC
7716	Federal	1361170	/collect/files/56537/Political File/2012/Federal/President/BARACK OBAMA/1361170 Obama for America 9.25.12-10.1.12 (13468566370323)_.pdf	OBAMA FOR AMERICA	GREER MARGOLIS MITCHELL BURNS & ASSOCIATES - WASHINGTON	WLOS	424249-collect-files-56537-political-file-2012-federal	https://s3.amazonaws.com/s3.documentcloud.org/documents/424249/pages/collect-files-56537-political-file-2012-federal-p1-thumbnail.gif	36500	37	
3935	Non-Candidate Issue Ads		/collect/files/56537/Political File/2012/Non-Candidate Issue Ads/NAB American Crossroads (13449726072224)_.pdf			WLOS	418130-collect-files-56537-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/418130/pages/collect-files-56537-political-file-2012-non-p1-thumbnail.gif		37	
3948	Non-Candidate Issue Ads	1357038	/collect/files/56537/Political File/2012/Non-Candidate Issue Ads/Republican Governors Association of NC 9.25.12-10.1.12 (13457313142459)_.pdf	DALTON FOR GOVERNOR	BUYING TIME MEDIA	WLOS	418143-collect-files-56537-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/418143/pages/collect-files-56537-political-file-2012-non-p1-thumbnail.gif	40500	37	
3965	State		/collect/files/56537/Political File/2012/State/North Carolina/Dalton/NAB Dalton For Governor (13451505071649)_.pdf			WLOS	418160-collect-files-56537-political-file-2012-state	https://s3.amazonaws.com/s3.documentcloud.org/documents/418160/pages/collect-files-56537-political-file-2012-state-p1-thumbnail.gif		37	2012-08-16 00:00:00 UTC
25415	Federal		/collect/files/56549/Political File/2012/Federal/President/WOMEN SPEAK OUT PAC/Women Speak Out PAC NAB (13499679077031)_.pdf			WSYX	462570-women-speak-out-pac-nab-13499679077031-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/462570/pages/women-speak-out-pac-nab-13499679077031-_-pdf-p1-thumbnail.gif		32	2012-10-11 00:00:00 UTC
32069	Federal	80914	/collect/files/25453/Political File/2012/Federal/US Senate/DE-00/THOMAS R CARPER/KYW TOM CARPER D SENATE DE ORD80914 FED ORDER (13503990080869)_.pdf	TOM CARPER	THE CAMPAIGN GROUP	KYW-TV	470376-kyw-tom-carper-d-senate-de-ord80914-fed-order	https://s3.amazonaws.com/s3.documentcloud.org/documents/470376/pages/kyw-tom-carper-d-senate-de-ord80914-fed-order-p1-thumbnail.gif	9000	4	2012-10-16 00:00:00 UTC
14803	Non-Candidate Issue Ads		/collect/files/28010/Political File/2012/Non-Candidate Issue Ads/AMERICANS FOR PROSPERITY/K5-Americans for Prosperity-FRM-08-13-12 (13480863184694)_.pdf			KSTP-TV	436982-collect-files-28010-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/436982/pages/collect-files-28010-political-file-2012-non-p1-thumbnail.gif		15	2012-09-19 00:00:00 UTC
14805	Non-Candidate Issue Ads		/collect/files/28010/Political File/2012/Non-Candidate Issue Ads/American Future Fund/K5-AMERICAN FUTURE FUND-FRM-09-13-12 (13480860122050)_.pdf			KSTP-TV	436984-collect-files-28010-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/436984/pages/collect-files-28010-political-file-2012-non-p1-thumbnail.gif		15	2012-09-19 00:00:00 UTC
31995	Federal	332908	/collect/files/73910/Political File/2012/Federal/US Senate/BOB CASEY JR/101612 Casey contract 3 (13504005176149)_.pdf	POL/R CASEY/D/US SENATE	SHORR AND ASSOCIATES	WPXI	470302-101612-casey-contract-3-13504005176149-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/470302/pages/101612-casey-contract-3-13504005176149-_-pdf-p1-thumbnail.gif	32900	23	2012-10-16 00:00:00 UTC
4236	Non-Candidate Issue Ads		/collect/files/53921/Political File/2012/Non-Candidate Issue Ads/AMERICANS FOR PROSPERITY/AMERICANS FOR PROSPERITY 082112 (13455660045081)_.pdf			WXII-TV	418431-collect-files-53921-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/418431/pages/collect-files-53921-political-file-2012-non-p1-thumbnail.gif		46	2012-08-21 00:00:00 UTC
14975	Non-Candidate Issue Ads		/collect/files/68883/Political File/2012/Non-Candidate Issue Ads/SEIU-HOUSE MAJORITY PAC/SEIUHouse Majority Pac-Inquiry Form (13481631032003)_.pdf			KMSP-TV	438712-collect-files-68883-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/438712/pages/collect-files-68883-political-file-2012-non-p1-thumbnail.gif		15	2012-09-20 00:00:00 UTC
12507	Federal		/collect/files/59440/Political File/2012/Federal/US Senate/WILFORD R CARDON/Cardon_0709-0716REV (13440391878575)_.pdf			KNXV-TV	432468-collect-files-59440-political-file-2012-federal	https://s3.amazonaws.com/s3.documentcloud.org/documents/432468/pages/collect-files-59440-political-file-2012-federal-p1-thumbnail.gif		13	2012-08-03 00:00:00 UTC
6803	Federal		/collect/files/35587/Political File/2012/Federal/US House/AZ-09/Kyrsten Sinema/Sinema 8-13-12-8-19-12 Rev 2 (13463391591990)_.pdf			KSAZ-TV	421337-collect-files-35587-political-file-2012-federal	https://s3.amazonaws.com/s3.documentcloud.org/documents/421337/pages/collect-files-35587-political-file-2012-federal-p1-thumbnail.gif		13	2012-08-30 00:00:00 UTC
15154	Federal	1141-53617-1	/collect/files/9629/Political File/2012/Federal/US House/MN-06/JAMES JOSEPH GRAVES/WCCO JIM GRAVES DFL HOUSEMNCD6 ORD53617 FED CONTRACT (13482354048811)_.pdf	GRAVES FOR CONGRESS	MEDIA STRATEGIES & RESEARCH	WCCO-TV	438891-collect-files-9629-political-file-2012-federal	https://s3.amazonaws.com/s3.documentcloud.org/documents/438891/pages/collect-files-9629-political-file-2012-federal-p1-thumbnail.gif	63240	15	2012-09-21 00:00:00 UTC
14806	Non-Candidate Issue Ads		/collect/files/28010/Political File/2012/Non-Candidate Issue Ads/American Action Network/K5-AMERICAN ACTION NETWORK-FRM-09-19-12 (13480884884246)_.pdf			KSTP-TV	436985-collect-files-28010-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/436985/pages/collect-files-28010-political-file-2012-non-p1-thumbnail.gif		15	2012-09-19 00:00:00 UTC
